field_index,label_value,predictions,confidence
177,4,4,4
178,10,10,10
180,15,15,15
181,66,66,66
182,38,38,38
183,17,17,17
184,19,19,19
185,48,48,48
186,12,12,12
187,61,61,61
189,18,18,18
190,29,29,29
191,74,74,74
192,86,86,86
193,33,33,33
194,7,7,7
195,14,14,14
196,108,108,108
197,5,5,5
198,54,54,54
199,23,23,23
200,8,8,8
201,10,10,10
202,3,3,3
203,13,13,13
204,67,67,67
205,5,5,5
206,7,7,7
208,5,5,5
209,43,43,43
210,42,42,42
211,14,14,14
212,9,9,9
213,8,8,8
214,4,4,4
215,31,31,31
216,20,20,20
217,20,20,20
218,7,7,7
219,4,4,4
220,85,85,85
221,11,11,11
222,68,68,68
223,4,4,4
224,10,10,10
225,9,9,9
226,5,5,5
227,7,7,7
228,3,3,3
229,6,6,6
230,78,78,78
231,4,4,4
232,5,5,5
233,5,5,5
234,23,23,23
235,8,8,8
236,6,6,6
237,17,17,17
238,9,9,9
239,6,6,6
240,21,21,21
241,58,58,58
242,97,97,97
243,6,6,6
244,10,10,10
245,8,8,8
246,9,9,9
247,17,17,17
248,12,12,12
249,23,23,23
250,7,7,7
251,85,85,85
252,12,12,12
253,4,4,4
254,15,15,15
255,93,93,93
256,64,64,64
257,4,4,4
258,12,12,12
259,14,14,14
260,7,7,7
261,21,21,21
262,5,5,5
263,16,16,16
264,129,129,129
265,24,24,24
266,28,28,28
267,19,19,19
268,10,10,10
269,7,7,7
270,63,63,63
271,7,7,7
272,59,59,59
273,6,6,6
274,7,7,7
275,32,32,32
276,2,2,2
277,25,25,25
278,5,5,5
279,59,59,59
280,16,16,16
281,7,7,7
282,9,9,9
283,47,47,47
284,10,10,10
285,12,12,12
286,4,4,4
287,7,7,7
288,7,7,7
289,4,4,4
290,7,7,7
291,7,7,7
292,11,11,11
293,149,149,149
294,6,6,6
295,16,16,16
296,4,4,4
297,5,5,5
298,4,4,4
299,6,6,6
300,4,4,4
301,11,11,11
302,7,7,7
303,7,7,7
304,25,25,25
305,11,11,11
306,56,56,56
307,15,15,15
308,39,39,39
309,16,16,16
310,13,13,13
311,15,15,15
312,31,31,31
313,5,5,5
314,11,11,11
315,58,58,58
316,22,22,22
317,24,24,24
318,141,141,141
319,5,5,5
320,36,36,36
321,4,4,4
322,9,9,9
323,4,4,4
324,8,8,8
325,36,36,36
326,11,11,11
327,32,32,32
328,32,32,32
329,176,176,176
330,38,38,38
331,38,38,38
332,16,16,16
333,10,10,10
334,5,5,5
335,74,74,74
336,12,12,12
337,3,3,3
338,49,49,49
339,22,22,22
340,15,15,15
341,67,67,67
342,20,20,20
343,12,12,12
344,38,38,38
345,119,119,119
346,45,45,45
347,116,116,116
348,22,22,22
349,7,7,7
350,31,31,31
351,13,13,13
352,25,25,25
353,4,4,4
354,113,113,113
355,154,154,154
356,8,8,8
357,4,4,4
358,10,10,10
359,6,6,6
360,4,4,4
361,25,25,25
362,7,7,7
363,46,46,46
364,44,44,44
365,5,5,5
366,24,24,24
367,5,5,5
368,26,26,26
369,4,4,4
370,14,14,14
371,50,50,50
372,15,15,15
373,19,19,19
374,3,3,3
375,20,20,20
376,18,18,18
377,7,7,7
378,3,3,3
379,100,100,100
380,4,4,4
381,7,7,7
382,6,6,6
383,139,139,139
384,64,64,64
385,57,57,57
386,16,16,16
387,11,11,11
388,113,113,113
389,50,50,50
390,25,25,25
391,9,9,9
392,12,12,12
393,4,4,4
394,21,21,21
395,21,21,21
396,35,35,35
397,75,75,75
398,59,59,59
399,5,5,5
400,7,7,7
401,91,91,91
402,25,25,25
403,8,8,8
404,10,10,10
405,9,9,9
406,156,156,156
407,71,71,71
408,13,13,13
409,13,13,13
410,166,166,166
411,2,2,2
412,6,6,6
413,4,4,4
414,4,4,4
415,10,10,10
416,28,28,28
417,37,37,37
418,6,6,6
419,4,4,4
420,12,12,12
421,5,5,5
422,89,89,89
423,2,2,2
424,127,127,127
425,20,20,20
426,15,15,15
427,56,56,56
428,4,4,4
429,7,7,7
430,67,67,67
431,30,30,30
432,7,7,7
433,6,6,6
434,17,17,17
435,12,12,12
436,83,83,83
437,28,28,28
438,47,47,47
439,15,15,15
440,8,8,8
441,25,25,25
442,23,23,23
443,7,7,7
444,9,9,9
445,7,7,7
446,13,13,13
447,14,14,14
448,13,13,13
449,11,11,11
450,29,29,29
451,21,21,21
452,46,46,46
453,105,105,105
454,27,27,27
455,19,19,19
456,17,17,17
457,4,4,4
458,13,13,13
459,30,30,30
460,24,24,24
461,13,13,13
462,79,79,79
463,7,7,7
464,8,8,8
465,47,47,47
466,4,4,4
467,5,5,5
468,9,9,9
469,13,13,13
470,7,7,7
471,24,24,24
472,16,16,16
473,4,4,4
474,31,31,31
475,3,3,3
476,19,19,19
477,23,23,23
478,14,14,14
479,4,4,4
480,16,16,16
481,26,26,26
482,56,56,56
483,19,19,19
484,8,8,8
485,107,107,107
486,43,43,43
487,9,9,9
488,5,5,5
489,36,36,36
490,7,7,7
491,4,4,4
492,14,14,14
493,9,9,9
494,7,7,7
495,7,7,7
496,11,11,11
497,8,8,8
498,20,20,20
499,4,4,4
500,7,7,7
501,6,6,6
502,4,4,4
503,5,5,5
504,112,112,112
505,9,9,9
506,24,24,24
507,36,36,36
508,19,19,19
509,25,25,25
510,9,9,9
511,161,161,161
512,4,4,4
513,6,6,6
514,6,6,6
515,6,6,6
516,8,8,8
517,5,5,5
518,4,4,4
519,24,24,24
520,15,15,15
521,9,9,9
522,19,19,19
523,10,10,10
524,5,5,5
525,120,120,120
526,5,5,5
527,11,11,11
528,8,8,8
529,3,3,3
530,6,6,6
531,6,6,6
532,5,5,5
533,14,14,14
534,97,97,97
535,7,7,7
536,10,10,10
537,79,79,79
538,10,10,10
539,4,4,4
540,4,4,4
541,8,8,8
542,6,6,6
543,17,17,17
544,14,14,14
545,3,3,3
546,42,42,42
547,9,9,9
548,4,4,4
549,6,6,6
550,12,12,12
551,13,13,13
552,7,7,7
553,41,41,41
554,3,3,3
555,51,51,51
556,16,16,16
557,59,59,59
558,25,25,25
559,9,9,9
560,38,38,38
561,33,33,33
562,163,163,163
563,6,6,6
564,27,27,27
565,9,9,9
566,10,10,10
567,100,100,100
568,15,15,15
569,52,52,52
570,10,10,10
571,22,22,22
572,4,4,4
573,6,6,6
574,149,149,149
575,7,7,7
576,17,17,17
577,7,7,7
578,19,19,19
579,18,18,18
580,17,17,17
581,19,19,19
582,14,14,14
583,20,20,20
584,39,39,39
585,6,6,6
586,6,6,6
587,11,11,11
588,6,6,6
589,10,10,10
590,4,4,4
591,14,14,14
592,28,28,28
593,25,25,25
594,60,60,60
595,10,10,10
596,46,46,46
597,68,68,68
598,22,22,22
599,97,97,97
600,69,69,69
601,7,7,7
602,27,27,27
603,8,8,8
604,20,20,20
605,16,16,16
606,50,50,50
607,40,40,40
608,5,5,5
609,6,6,6
610,70,70,70
611,74,74,74
612,6,6,6
613,6,6,6
614,10,10,10
615,48,48,48
616,56,56,56
617,6,6,6
618,33,33,33
619,6,6,6
620,40,40,40
621,14,14,14
622,9,9,9
623,11,11,11
624,16,16,16
625,22,22,22
626,25,25,25
627,119,119,119
628,65,65,65
629,26,26,26
630,75,75,75
631,20,20,20
632,55,55,55
633,10,10,10
634,14,14,14
635,5,5,5
636,7,7,7
637,89,89,89
638,14,14,14
639,5,5,5
640,11,11,11
641,13,13,13
642,17,17,17
643,61,61,61
644,46,46,46
645,35,35,35
646,68,68,68
647,64,64,64
648,13,13,13
649,12,12,12
650,12,12,12
651,30,30,30
652,39,39,39
653,6,6,6
654,18,18,18
655,17,17,17
657,59,59,59
658,15,15,15
659,27,27,27
660,56,56,56
661,13,13,13
662,8,8,8
663,11,11,11
664,21,21,21
665,16,16,16
666,69,69,69
668,53,53,53
669,17,17,17
670,17,17,17
671,36,36,36
672,7,7,7
673,27,27,27
674,35,35,35
675,37,37,37
676,6,6,6
677,10,10,10
678,23,23,23
679,11,11,11
680,77,77,77
681,19,19,19
682,42,42,42
683,17,17,17
684,90,90,90
685,4,4,4
686,36,36,36
687,24,24,24
688,24,24,24
689,51,51,51
690,8,8,8
691,5,5,5
692,102,102,102
693,31,31,31
694,25,25,25
695,9,9,9
696,11,11,11
697,17,17,17
698,128,128,128
699,4,4,4
700,19,19,19
701,6,6,6
702,6,6,6
703,77,77,77
704,6,6,6
705,4,4,4
706,37,37,37
707,28,28,28
708,35,35,35
709,120,120,120
710,103,103,103
711,3,3,3
712,20,20,20
713,30,30,30
714,15,15,15
715,7,7,7
716,14,14,14
717,5,5,5
718,20,20,20
719,9,9,9
720,14,14,14
721,154,154,154
722,18,18,18
723,7,7,7
724,128,128,128
725,6,6,6
726,6,6,6
727,73,73,73
728,153,153,153
729,13,13,13
730,9,9,9
731,110,110,110
732,77,77,77
733,54,54,54
734,30,30,30
735,20,20,20
736,47,47,47
737,8,8,8
738,99,99,99
739,3,3,3
740,7,7,7
741,34,34,34
742,7,7,7
743,6,6,6
744,58,58,58
745,49,49,49
746,24,24,24
747,36,36,36
748,4,4,4
749,85,85,85
750,155,155,155
751,26,26,26
752,48,48,48
753,8,8,8
754,13,13,13
755,5,5,5
756,59,59,59
757,60,60,60
758,126,126,126
759,3,3,3
760,108,108,108
761,5,5,5
762,11,11,11
763,147,147,147
764,67,67,67
765,8,8,8
766,20,20,20
767,13,13,13
768,4,4,4
769,14,14,14
770,7,7,7
771,14,14,14
772,8,8,8
773,14,14,14
774,20,20,20
775,8,8,8
776,23,23,23
777,138,138,138
778,5,5,5
779,6,6,6
780,37,37,37
781,5,5,5
782,19,19,19
783,5,5,5
784,47,47,47
785,39,39,39
786,7,7,7
787,15,15,15
788,6,6,6
789,7,7,7
790,5,5,5
791,114,114,114
792,5,5,5
793,18,18,18
794,5,5,5
795,7,7,7
796,9,9,9
797,16,16,16
798,22,22,22
799,22,22,22
800,65,65,65
801,10,10,10
802,6,6,6
803,163,163,163
804,27,27,27
805,8,8,8
806,21,21,21
807,37,37,37
808,16,16,16
809,4,4,4
810,50,50,50
811,3,3,3
812,44,44,44
813,42,42,42
814,32,32,32
815,32,32,32
816,5,5,5
817,81,81,81
818,3,3,3
819,7,7,7
820,5,5,5
821,9,9,9
822,63,63,63
823,52,52,52
824,11,11,11
825,12,12,12
826,4,4,4
827,100,100,100
828,18,18,18
829,4,4,4
830,165,165,165
831,65,65,65
832,70,70,70
833,27,27,27
834,38,38,38
835,3,3,3
836,70,70,70
837,81,81,81
838,23,23,23
839,16,16,16
840,6,6,6
841,13,13,13
842,4,4,4
843,74,74,74
844,6,6,6
845,4,4,4
846,39,39,39
847,7,7,7
848,46,46,46
849,76,76,76
850,20,20,20
851,30,30,30
852,4,4,4
853,102,102,102
854,16,16,16
855,4,4,4
856,64,64,64
857,13,13,13
858,6,6,6
859,22,22,22
860,71,71,71
861,9,9,9
862,20,20,20
863,11,11,11
864,65,65,65
865,13,13,13
866,10,10,10
867,55,55,55
868,86,86,86
869,10,10,10
870,6,6,6
871,12,12,12
872,45,45,45
873,66,66,66
874,30,30,30
875,15,15,15
876,4,4,4
877,41,41,41
878,26,26,26
879,8,8,8
880,43,43,43
881,39,39,39
882,27,27,27
883,38,38,38
884,4,4,4
885,25,25,25
886,22,22,22
887,24,24,24
888,12,12,12
889,65,65,65
890,85,85,85
891,17,17,17
892,142,142,142
893,170,170,170
894,85,85,85
895,21,21,21
896,9,9,9
897,109,109,109
898,5,5,5
899,36,36,36
900,25,25,25
901,21,21,21
902,22,22,22
903,8,8,8
904,18,18,18
905,40,40,40
906,55,55,55
907,27,27,27
908,12,12,12
909,86,86,86
910,20,20,20
911,9,9,9
912,97,97,97
913,11,11,11
914,39,39,39
915,9,9,9
916,5,5,5
917,20,20,20
918,9,9,9
919,76,76,76
920,22,22,22
921,37,37,37
922,7,7,7
923,13,13,13
924,9,9,9
925,151,151,151
926,33,33,33
927,40,40,40
928,37,37,37
929,35,35,35
930,6,6,6
931,22,22,22
932,18,18,18
933,121,121,121
934,5,5,5
935,89,89,89
936,47,47,47
937,31,31,31
938,57,57,57
939,2,2,2
940,110,110,110
941,10,10,10
942,62,62,62
943,138,138,138
944,29,29,29
945,29,29,29
946,109,109,109
947,114,114,114
948,7,7,7
949,32,32,32
950,106,106,106
951,158,158,158
952,14,14,14
953,52,52,52
954,29,29,29
955,44,44,44
956,5,5,5
957,36,36,36
958,11,11,11
959,89,89,89
960,7,7,7
961,4,4,4
962,15,15,15
963,13,13,13
964,71,71,71
965,7,7,7
966,157,157,157
967,70,70,70
969,17,17,17
970,39,39,39
971,60,60,60
972,30,30,30
973,24,24,24
974,21,21,21
975,85,85,85
976,19,19,19
977,19,19,19
978,57,57,57
979,63,63,63
980,7,7,7
981,143,143,143
982,6,6,6
983,168,168,168
984,106,106,106
985,68,68,68
986,107,107,107
987,55,55,55
988,110,110,110
989,125,125,125
990,19,19,19
991,67,67,67
992,63,63,63
993,35,35,35
994,150,150,150
995,146,146,146
996,133,133,133
997,48,48,48
998,93,93,93
999,90,90,90
1000,108,108,108
1001,67,67,67
1002,71,71,71
1003,95,95,95
1004,24,24,24
1005,86,86,86
1006,80,80,80
1007,98,98,98
1008,60,60,60
1009,33,33,33
1010,32,32,32
1011,53,53,53
1012,12,12,12
1013,121,121,121
1014,77,77,77
1015,106,106,106
1016,41,41,41
1017,55,55,55
1018,71,71,71
1019,63,63,63
1020,113,113,113
1021,156,156,156
1022,64,64,64
1023,46,46,46
1024,13,13,13
1025,77,77,77
1026,22,22,22
1027,92,92,92
1028,61,61,61
1029,12,12,12
1030,29,29,29
1031,40,40,40
1032,69,69,69
1033,31,31,31
1034,51,51,51
1035,36,36,36
1036,29,29,29
1037,144,144,144
1038,17,17,17
1039,102,102,102
1040,59,59,59
1041,58,58,58
1042,171,171,171
1043,112,112,112
1044,41,41,41
1045,40,40,40
1046,73,73,73
1047,54,54,54
1048,102,102,102
1049,51,51,51
1050,110,110,110
1051,76,76,76
1052,20,20,20
1053,16,16,16
1054,26,26,26
1055,59,59,59
1056,46,46,46
1057,100,100,100
1058,20,20,20
1059,10,10,10
1060,40,40,40
1061,10,10,10
1062,70,70,70
1063,86,86,86
1064,9,9,9
1065,107,107,107
1066,27,27,27
1067,36,36,36
1068,70,70,70
1069,94,94,94
1070,30,30,30
1071,5,5,5
1072,166,166,166
1073,25,25,25
1074,32,32,32
1075,58,58,58
1076,31,31,31
1077,133,133,133
1078,68,68,68
1079,39,39,39
1080,13,13,13
1081,91,91,91
1082,26,26,26
1083,144,144,144
1084,11,11,11
1085,162,162,162
1086,42,42,42
1087,38,38,38
1088,39,39,39
1089,56,56,56
1090,38,38,38
1091,79,79,79
1092,28,28,28
1093,9,9,9
1094,30,30,30
1095,49,49,49
1096,166,166,166
1097,64,64,64
1098,150,150,150
1099,37,37,37
1100,75,75,75
1101,90,90,90
1102,150,150,150
1103,72,72,72
1104,25,25,25
1105,102,102,102
1106,18,18,18
1107,49,49,49
1108,42,42,42
1109,71,71,71
1110,51,51,51
1111,72,72,72
1112,29,29,29
1113,62,62,62
1114,91,91,91
1115,5,5,5
1116,51,51,51
1117,63,63,63
1118,56,56,56
1119,114,114,114
1120,142,142,142
1121,16,16,16
1122,46,46,46
1123,41,41,41
1124,19,19,19
1125,75,75,75
1126,43,43,43
1127,106,106,106
1128,43,43,43
1129,41,41,41
1130,69,69,69
1131,52,52,52
1132,87,87,87
1133,29,29,29
1134,49,49,49
1135,18,18,18
1136,69,69,69
1137,43,43,43
1138,111,111,111
1139,90,90,90
1140,21,21,21
1141,98,98,98
1142,99,99,99
1143,53,53,53
1144,21,21,21
1145,59,59,59
1146,5,5,5
1147,56,56,56
1148,8,8,8
1149,102,102,102
1150,103,103,103
1151,79,79,79
1152,6,6,6
1153,17,17,17
1154,22,22,22
1155,85,85,85
1156,89,89,89
1157,20,20,20
1158,70,70,70
1159,61,61,61
1160,47,47,47
1161,58,58,58
1162,41,41,41
1163,87,87,87
1164,38,38,38
1165,109,109,109
1166,43,43,43
1167,95,95,95
1168,123,123,123
1169,9,9,9
1170,102,102,102
1171,123,123,123
1172,55,55,55
1173,139,139,139
1174,52,52,52
1175,111,111,111
1176,106,106,106
1177,126,126,126
1178,52,52,52
1179,7,7,7
1180,107,107,107
1181,35,35,35
1182,101,101,101
1183,64,64,64
1184,117,117,117
1185,137,137,137
1186,55,55,55
1187,100,100,100
1188,30,30,30
1189,47,47,47
1190,124,124,124
1191,62,62,62
1192,29,29,29
1193,27,27,27
1194,32,32,32
1195,100,100,100
1196,8,8,8
1197,147,147,147
1198,88,88,88
1199,70,70,70
1200,73,73,73
1201,150,150,150
1202,42,42,42
1203,12,12,12
1204,16,16,16
1205,50,50,50
1206,60,60,60
1207,93,93,93
1208,40,40,40
1209,27,27,27
1210,133,133,133
1211,85,85,85
1212,59,59,59
1213,45,45,45
1214,98,98,98
1215,31,31,31
1216,37,37,37
1217,53,53,53
1218,97,97,97
1219,163,163,163
1220,87,87,87
1221,19,19,19
1222,47,47,47
1223,16,16,16
1224,17,17,17
1225,25,25,25
1226,62,62,62
1227,125,125,125
1228,48,48,48
1229,75,75,75
1230,24,24,24
1231,49,49,49
1232,37,37,37
1233,113,113,113
1234,78,78,78
1235,139,139,139
1236,118,118,118
1237,9,9,9
1238,76,76,76
1239,155,155,155
1240,81,81,81
1241,57,57,57
1242,30,30,30
1243,87,87,87
1244,14,14,14
1245,128,128,128
1246,118,118,118
1247,102,102,102
1248,51,51,51
1249,58,58,58
1250,19,19,19
1251,82,82,82
1252,13,13,13
1253,29,29,29
1254,29,29,29
1255,138,138,138
1256,99,99,99
1257,8,8,8
1258,17,17,17
1259,50,50,50
1260,28,28,28
1261,42,42,42
1262,67,67,67
1263,97,97,97
1264,85,85,85
1265,26,26,26
1266,82,82,82
1267,72,72,72
1268,142,142,142
1269,63,63,63
1270,11,11,11
1271,69,69,69
1272,43,43,43
1273,37,37,37
1274,62,62,62
1275,87,87,87
1276,97,97,97
1277,20,20,20
1278,43,43,43
1279,48,48,48
1280,96,96,96
1281,155,155,155
1282,16,16,16
1283,51,51,51
1284,60,60,60
1285,47,47,47
1286,36,36,36
1287,105,105,105
1288,103,103,103
1289,63,63,63
1290,32,32,32
1291,57,57,57
1292,41,41,41
1293,46,46,46
1294,65,65,65
1295,48,48,48
1296,165,165,165
1297,149,149,149
1298,115,115,115
1299,71,71,71
1300,52,52,52
1301,149,149,149
1302,92,92,92
1303,59,59,59
1304,133,133,133
1305,85,85,85
1306,13,13,13
1307,42,42,42
1308,120,120,120
1309,93,93,93
1310,136,136,136
1311,48,48,48
1312,156,156,156
1313,29,29,29
1314,116,116,116
1315,28,28,28
1316,18,18,18
1317,61,61,61
1318,31,31,31
1319,80,80,80
1320,57,57,57
1321,97,97,97
1322,161,161,161
1323,70,70,70
1324,75,75,75
1325,52,52,52
1326,47,47,47
1327,25,25,25
1328,125,125,125
1329,77,77,77
1330,17,17,17
1331,112,112,112
1332,16,16,16
1333,55,55,55
1334,70,70,70
1335,91,91,91
1336,14,14,14
1337,15,15,15
1338,67,67,67
1339,121,121,121
1340,41,41,41
1341,84,84,84
1342,25,25,25
1343,52,52,52
1344,19,19,19
1345,37,37,37
1346,89,89,89
1347,9,9,9
1348,44,44,44
1349,94,94,94
1350,68,68,68
1351,48,48,48
1352,47,47,47
1353,48,48,48
1354,6,6,6
1355,67,67,67
1356,34,34,34
1357,16,16,16
1358,56,56,56
1359,21,21,21
1360,74,74,74
1361,50,50,50
1362,109,109,109
1363,57,57,57
1364,160,160,160
1365,57,57,57
1366,91,91,91
1367,165,165,165
1368,36,36,36
1369,112,112,112
1370,138,138,138
1371,71,71,71
1372,10,10,10
1373,58,58,58
1374,73,73,73
1375,114,114,114
1376,20,20,20
1377,53,53,53
1378,17,17,17
1379,73,73,73
1380,102,102,102
1381,6,6,6
1382,13,13,13
1383,39,39,39
1384,150,150,150
1385,15,15,15
1386,18,18,18
1387,39,39,39
1388,57,57,57
1389,37,37,37
1390,159,159,159
1391,45,45,45
1392,73,73,73
1393,16,16,16
1394,58,58,58
1395,31,31,31
1396,165,165,165
1397,71,71,71
1398,161,161,161
1399,32,32,32
1400,48,48,48
1401,134,134,134
1402,106,106,106
1403,47,47,47
1404,89,89,89
1405,18,18,18
1406,8,8,8
1407,33,33,33
1408,56,56,56
1409,17,17,17
1410,57,57,57
1411,65,65,65
1412,87,87,87
1413,81,81,81
1414,134,134,134
1415,53,53,53
1416,67,67,67
1417,65,65,65
1418,60,60,60
1419,34,34,34
1420,60,60,60
1421,37,37,37
1422,42,42,42
1423,34,34,34
1424,20,20,20
1425,104,104,104
1426,12,12,12
1427,71,71,71
1428,30,30,30
1429,50,50,50
1430,36,36,36
1431,100,100,100
1432,61,61,61
1433,46,46,46
1434,35,35,35
1435,51,51,51
1436,16,16,16
1437,133,133,133
1438,57,57,57
1439,56,56,56
1440,100,100,100
1441,42,42,42
1442,70,70,70
1443,40,40,40
1444,58,58,58
1445,149,149,149
1446,100,100,100
1447,98,98,98
1448,53,53,53
1449,90,90,90
1450,105,105,105
1451,55,55,55
1452,85,85,85
1453,30,30,30
1454,96,96,96
1455,8,8,8
1456,143,143,143
1457,21,21,21
1458,113,113,113
1459,79,79,79
1460,45,45,45
1461,96,96,96
1462,38,38,38
1463,65,65,65
1464,86,86,86
1465,165,165,165
1466,10,10,10
1467,67,67,67
1468,71,71,71
1469,93,93,93
1470,141,141,141
1471,43,43,43
1472,53,53,53
1473,35,35,35
1474,24,24,24
1475,30,30,30
1476,137,137,137
1477,65,65,65
1478,87,87,87
1479,15,15,15
1480,14,14,14
1481,20,20,20
1482,154,154,154
1483,8,8,8
1484,38,38,38
1485,115,115,115
1486,19,19,19
1487,17,17,17
1488,45,45,45
1489,99,99,99
1490,13,13,13
1491,58,58,58
1492,11,11,11
1493,29,29,29
1494,45,45,45
1495,144,144,144
1496,85,85,85
1497,22,22,22
1498,148,148,148
1499,24,24,24
1500,76,76,76
1501,19,19,19
1502,85,85,85
1503,40,40,40
1504,48,48,48
1505,6,6,6
1506,93,93,93
1507,86,86,86
1508,78,78,78
1509,75,75,75
1510,84,84,84
1511,43,43,43
1512,12,12,12
1513,152,152,152
1514,95,95,95
1515,24,24,24
1516,33,33,33
1517,142,142,142
1518,81,81,81
1519,51,51,51
1520,44,44,44
1521,35,35,35
1522,64,64,64
1523,87,87,87
1524,35,35,35
1525,62,62,62
1526,29,29,29
1527,38,38,38
1528,95,95,95
1529,68,68,68
1530,27,27,27
1531,33,33,33
1532,5,5,5
1533,139,139,139
1534,160,160,160
1535,108,108,108
1536,29,29,29
1537,46,46,46
1538,47,47,47
1539,82,82,82
1540,84,84,84
1541,68,68,68
1542,44,44,44
1543,84,84,84
1544,31,31,31
1545,12,12,12
1546,6,6,6
1547,108,108,108
1548,48,48,48
1549,10,10,10
1550,72,72,72
1551,77,77,77
1552,45,45,45
1553,10,10,10
1554,28,28,28
1555,67,67,67
1556,26,26,26
1557,28,28,28
1558,113,113,113
1559,48,48,48
1560,71,71,71
1561,72,72,72
1562,43,43,43
1563,127,127,127
1564,39,39,39
1565,97,97,97
1566,34,34,34
1567,53,53,53
1568,168,168,168
1569,84,84,84
1570,139,139,139
1571,10,10,10
1572,152,152,152
1573,102,102,102
1574,26,26,26
1575,10,10,10
1577,134,134,134
1578,93,93,93
1579,92,92,92
1580,37,37,37
1581,32,32,32
1582,55,55,55
1583,27,27,27
1584,54,54,54
1585,84,84,84
1586,48,48,48
1587,58,58,58
1588,47,47,47
1589,12,12,12
1590,43,43,43
1591,20,20,20
1592,48,48,48
1593,21,21,21
1594,49,49,49
1595,51,51,51
1596,112,112,112
1597,136,136,136
1598,99,99,99
1599,26,26,26
1600,166,166,166
1601,82,82,82
1602,125,125,125
1603,38,38,38
1604,58,58,58
1605,78,78,78
1606,21,21,21
1607,11,11,11
1608,75,75,75
1609,82,82,82
1610,24,24,24
1611,113,113,113
1612,75,75,75
1613,61,61,61
1614,164,164,164
1615,10,10,10
1616,48,48,48
1617,31,31,31
1618,18,18,18
1619,26,26,26
1620,41,41,41
1621,28,28,28
1622,42,42,42
1623,77,77,77
1624,44,44,44
1625,20,20,20
1626,73,73,73
1627,25,25,25
1628,127,127,127
1629,44,44,44
1630,80,80,80
1631,32,32,32
1632,5,5,5
1633,12,12,12
1634,87,87,87
1635,6,6,6
1636,4,4,4
1637,40,40,40
1638,101,101,101
1639,13,13,13
1640,83,83,83
1641,30,30,30
1642,35,35,35
1643,107,107,107
1644,9,9,9
1645,107,107,107
1646,142,142,142
1647,72,72,72
1648,168,168,168
1649,4,4,4
1650,52,52,52
1651,43,43,43
1652,94,94,94
1653,44,44,44
1654,111,111,111
1655,63,63,63
1656,18,18,18
1657,19,19,19
1658,29,29,29
1659,22,22,22
1660,27,27,27
1661,99,99,99
1662,84,84,84
1663,41,41,41
1664,107,107,107
1665,20,20,20
1666,43,43,43
1667,48,48,48
1668,152,152,152
